date,tid,ctype,cgender,category,paym,discapld,unitsold,ppu,totalsales,saleslevel
5/17/2024,NTC002295,Non-loyalty,F,Online support services,Mobile Money,No,1,20,20,Low
5/17/2024,NTC002296,Non-loyalty,F,Cyber services,Cash,Yes,10,5,50,Low
5/17/2024,NTC002297,Non-loyalty,M,Cyber services,Mobile Money,Yes,2,50,100,High
5/17/2024,NTC002298,Non-loyalty,M,Cyber services,Mobile Money,Yes,2,20,40,Low
5/17/2024,NTC002299,Loyalty,M,Online support services,Mobile Money,Yes,1,150,150,High
5/17/2024,NTC002300,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
5/17/2024,NTC002301,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,3,6,Low
5/17/2024,NTC002302,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
5/17/2024,NTC002303,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
5/17/2024,NTC002304,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
5/18/2024,NTC002305,Non-loyalty,M,Print media,Cash,No,1,60,60,Low
5/18/2024,NTC002306,Loyalty,M,Cyber services,Cash,Yes,3,10,30,Low
5/18/2024,NTC002307,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
5/18/2024,NTC002308,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
5/18/2024,NTC002309,Loyalty,M,Online support services,Cash,Yes,1,50,50,Low
5/18/2024,NTC002310,Loyalty,M,Cyber services,Mobile Money,Yes,1,30,30,Low
5/20/2024,NTC002311,Loyalty,F,Cyber services,Cash,No,14,5,70,Low
5/20/2024,NTC002312,Non-loyalty,F,Cyber services,Cash,No,1,10,10,Low
5/20/2024,NTC002313,Non-loyalty,M,Cyber services,Mobile Money,Yes,2,10,20,Low
5/20/2024,NTC002314,Loyalty,M,Cyber services,Cash,Yes,5,10,50,Low
5/20/2024,NTC002315,Non-loyalty,M,Cyber services,Cash,No,10,20,200,High
5/20/2024,NTC002316,Non-loyalty,M,Online support services,Cash,Yes,1,20,20,Low
5/20/2024,NTC002317,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
5/20/2024,NTC002318,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,50,50,Low
5/20/2024,NTC002319,Loyalty,M,Cyber services,Mobile Money,Yes,1,100,100,High
5/20/2024,NTC002320,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
5/20/2024,NTC002321,Non-loyalty,M,Online support services,Cash,Yes,1,50,50,Low
5/20/2024,NTC002322,Loyalty,F,Cyber services,Mobile Money,Yes,1,20,20,Low
5/20/2024,NTC002323,Loyalty,F,Cyber services,Mobile Money,Yes,10,5,50,Low
5/20/2024,NTC002324,Non-loyalty,F,Cyber services,Mobile Money,Yes,5,10,50,Low
5/20/2024,NTC002325,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
5/22/2024,NTC002326,Loyalty,M,Stationery & Office Supplies,Cash,Yes,4,3,12,Low
5/22/2024,NTC002327,Loyalty,F,Cyber services,Cash,No,1,10,10,Low
5/22/2024,NTC002328,Non-loyalty,M,Cyber services,Cash,No,1,20,20,Low
5/22/2024,NTC002329,Loyalty,M,Cyber services,Mobile Money,No,1,5,5,Low
5/22/2024,NTC002330,Loyalty,F,Online support services,Mobile Money,No,1,50,50,Low
5/23/2024,NTC002331,Loyalty,F,Cyber services,Cash,No,1,10,10,Low
5/23/2024,NTC002332,Non-loyalty,F,Online support services,Mobile Money,Yes,2,50,100,High
5/23/2024,NTC002333,Loyalty,F,Cyber services,Mobile Money,No,2,50,100,High
5/23/2024,NTC002334,Non-loyalty,M,Cyber services,Cash,Yes,19,10,190,High
5/23/2024,NTC002335,Loyalty,M,Online support services,Cash,Yes,1,20,20,Low
5/23/2024,NTC002336,Loyalty,F,Cyber services,Mobile Money,No,1,20,20,Low
5/23/2024,NTC002337,Loyalty,M,Cyber services,Mobile Money,Yes,4,10,40,Low
5/24/2024,NTC002338,Non-loyalty,F,Print media,Mobile Money,No,1,60,60,Low
5/24/2024,NTC002339,Loyalty,F,Online support services,Cash,Yes,1,50,50,Low
5/24/2024,NTC002340,Loyalty,M,Stationery & Office Supplies,Cash,No,4,100,400,High
5/24/2024,NTC002341,Loyalty,F,Stationery & Office Supplies,Cash,No,1,20,20,Low
5/24/2024,NTC002342,Non-loyalty,M,Cyber services,Cash,Yes,3,10,30,Low
5/24/2024,NTC002343,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
5/24/2024,NTC002344,Non-loyalty,M,Cyber services,Cash,Yes,24,5,120,High
5/24/2024,NTC002345,Loyalty,M,Cyber services,Cash,Yes,1,80,80,Low
5/24/2024,NTC002346,Loyalty,F,Online support services,Mobile Money,Yes,2,500,1000,High
5/24/2024,NTC002347,Loyalty,M,Cyber services,Mobile Money,Yes,2,10,20,Low
5/25/2024,NTC002348,Loyalty,F,Print media,Mobile Money,No,1,60,60,Low
5/25/2024,NTC002349,Loyalty,F,Cyber services,Cash,No,2,50,100,High
5/25/2025,NTC002350,Loyalty,F,Cyber services,Mobile Money,No,10,10,100,High
5/25/2024,NTC002351,Loyalty,F,Cyber services,Mobile Money,Yes,1,80,80,Low
5/25/2024,NTC002352,Loyalty,M,Cyber services,Cash,No,2,5,10,Low
5/25/2024,NTC002353,Loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
5/27/2024,NTC002354,Loyalty,F,Cyber services,Mobile Money,No,4,5,20,Low
5/27/2024,NTC002355,Non-loyalty,F,Cyber services,Cash,Yes,10,10,100,High
5/27/2024,NTC002356,Loyalty,M,Cyber services,Mobile Money,Yes,1,50,50,Low
5/27/2024,NTC002357,Loyalty,F,Online support services,Mobile Money,No,1,150,150,High
5/28/2024,NTC002358,Non-loyalty,M,Print media,Cash,No,2,60,120,High
5/28/2024,NTC002359,Non-loyalty,F,Cyber services,Mobile Money,Yes,8,10,80,Low
5/28/2024,NTC002360,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,3,10,30,Low
5/28/2024,NTC002361,Non-loyalty,F,Cyber services,Cash,Yes,18,5,90,High
5/28/2024,NTC002362,Loyalty,F,Cyber services,Cash,Yes,3,10,30,Low
5/29/2024,NTC002363,Non-loyalty,M,Print media,Mobile Money,Yes,3,60,180,High
5/29/2024,NTC002364,Non-loyalty,F,Cyber services,Cash,No,6,5,30,Low
5/29/2024,NTC002365,Loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
5/29/2024,NTC002366,Non-loyalty,M,Cyber services,Mobile Money,Yes,3,10,30,Low
5/29/2024,NTC002367,Non-loyalty,F,Cyber services,Mobile Money,No,2,20,40,Low
5/29/2024,NTC002368,Loyalty,M,Cyber services,Mobile Money,No,31,10,310,High
5/29/2024,NTC002369,Loyalty,M,Online support services,Mobile Money,No,1,145,145,High
5/30/2024,NTC002370,Loyalty,F,Cyber services,Cash,Yes,30,10,300,High
5/30/2024,NTC002371,Loyalty,F,Cyber services,Cash,No,44,5,220,High
5/30/2024,NTC002372,Loyalty,F,Cyber services,Cash,Yes,1,40,40,Low
5/30/2024,NTC002373,Loyalty,F,Cyber services,Mobile Money,Yes,1,80,80,Low
5/30/2024,NTC002374,Loyalty,F,Cyber services,Mobile Money,No,1,50,50,Low
5/30/2024,NTC002375,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
5/30/2024,NTC002376,Loyalty,F,Cyber services,Mobile Money,No,1,30,30,Low
5/30/2024,NTC002377,Loyalty,M,Online support services,Mobile Money,No,1,200,200,High
5/30/2024,NTC002378,Loyalty,F,Cyber services,Cash,Yes,2,40,80,Low
5/30/2024,NTC002379,Non-loyalty,M,Online support services,Cash,Yes,1,50,50,Low
5/30/2024,NTC002380,Loyalty,F,Cyber services,Mobile Money,No,2,10,20,Low
5/30/2024,NTC002381,Loyalty,F,Cyber services,Mobile Money,Yes,3,20,60,Low
5/30/2024,NTC002382,Loyalty,M,Cyber services,Mobile Money,Yes,3,10,30,Low
5/30/2024,NTC002383,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,3,6,Low
5/31/2024,NTC002384,Loyalty,F,Cyber services,Cash,No,3,10,30,Low
5/31/2024,NTC002385,Non-loyalty,M,Cyber services,Cash,Yes,2,50,100,High
5/31/2024,NTC002386,Non-loyalty,F,Cyber services,Cash,Yes,6,5,30,Low
5/31/2024,NTC002387,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,3,6,Low
5/31/2024,NTC002388,Loyalty,F,Print media,Mobile Money,No,1,60,60,Low
5/31/2024,NTC002389,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
5/31/2024,NTC002390,Loyalty,F,Cyber services,Mobile Money,No,2,20,40,Low
5/31/2024,NTC002391,Loyalty,F,Online support services,Cash,No,1,40,40,Low
5/31/2024,NTC002392,Loyalty,F,Cyber services,Cash,No,15,10,150,High
6/2/2024,NTC002393,Loyalty,F,Cyber services,Cash,Yes,11,10,110,High
6/2/2024,NTC002394,Loyalty,M,Cyber services,Mobile Money,No,7,20,140,High
6/2/2024,NTC002395,Loyalty,M,Stationery & Office Supplies,Cash,No,2,10,20,Low
6/2/2024,NTC002396,Loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
6/2/2024,NTC002397,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,8,3,24,Low
6/3/2024,NTC002398,Loyalty,M,Cyber services,Cash,Yes,2,10,20,Low
6/3/2024,NTC002399,Loyalty,M,Cyber services,Mobile Money,No,2,5,10,Low
6/3/2024,NTC002400,Non-loyalty,F,Cyber services,Cash,Yes,2,30,60,Low
6/3/2024,NTC002401,Loyalty,M,Cyber services,Cash,No,1,10,10,Low
6/3/2024,NTC002402,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,6,3,18,Low
6/3/2024,NTC002403,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,6,3,18,Low
6/4/2024,NTC002404,Loyalty,M,Cyber services,Mobile Money,Yes,10,10,100,High
6/4/2024,NTC002405,Non-loyalty,M,Cyber services,Mobile Money,No,19,5,95,High
6/4/2024,NTC002406,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,3,20,60,Low
6/4/2024,NTC002407,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,4,13,52,Low
6/4/2024,NTC002408,Loyalty,M,Cyber services,Cash,Yes,5,20,100,High
6/4/2024,NTC002409,Non-loyalty,M,Cyber services,Cash,Yes,13,10,130,High
6/4/2024,NTC002410,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,3,10,30,Low
6/4/2024,NTC002411,Loyalty,M,Stationery & Office Supplies,Cash,Yes,3,30,90,High
6/4/2024,NTC002412,Non-loyalty,M,Online support services,Mobile Money,Yes,1,10,10,Low
6/4/2024,NTC002413,Non-loyalty,F,Online support services,Cash,Yes,1,40,40,Low
6/5/2024,NTC002414,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,50,50,Low
6/5/2024,NTC002415,Loyalty,F,Stationery & Office Supplies,Cash,No,2,10,20,Low
6/5/2024,NTC002416,Loyalty,F,Stationery & Office Supplies,Cash,No,2,3,6,Low
6/5/2024,NTC002417,Loyalty,F,Cyber services,Cash,No,14,5,70,Low
6/5/2024,NTC002418,Loyalty,F,Cyber services,Cash,No,2,10,20,Low
6/6/2024,NTC002419,Loyalty,M,Cyber services,Cash,Yes,3,20,60,Low
6/6/2024,NTC002420,Non-loyalty,F,Cyber services,Mobile Money,No,1,20,20,Low
6/6/2024,NTC002421,Loyalty,M,Print media,Mobile Money,Yes,1,60,60,Low
6/6/2024,NTC002422,Non-loyalty,M,Cyber services,Mobile Money,Yes,3,50,150,High
6/6/2024,NTC002423,Non-loyalty,M,Online support services,Cash,No,1,50,50,Low
6/6/2024,NTC002424,Loyalty,M,Online support services,Mobile Money,Yes,10,5,50,Low
6/6/2024,NTC002425,Loyalty,M,Online support services,Cash,No,1,150,150,High
6/7/2024,NTC002426,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
6/7/2024,NTC002427,Non-loyalty,M,Cyber services,Cash,Yes,6,5,30,Low
6/7/2024,NTC002428,Loyalty,M,Cyber services,Mobile Money,Yes,1,50,50,Low
6/7/2024,NTC002429,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
6/7/2024,NTC002430,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,70,70,Low
6/7/2024,NTC002431,Loyalty,F,Cyber services,Mobile Money,Yes,4,50,200,High
6/7/2024,NTC002432,Loyalty,F,Cyber services,Cash,Yes,1,50,50,Low
6/8/2024,NTC002433,Loyalty,F,Cyber services,Cash,No,1,80,80,Low
6/8/2024,NTC002434,Non-loyalty,M,Cyber services,Mobile Money,No,1,70,70,Low
6/8/2024,NTC002435,Loyalty,F,Cyber services,Mobile Money,No,50,10,500,High
6/8/2024,NTC002436,Loyalty,F,Cyber services,Mobile Money,No,1,170,170,High
6/8/2024,NTC002437,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,2,10,20,Low
6/8/2024,NTC002438,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,30,60,Low
6/8/2024,NTC002439,Loyalty,M,Cyber services,Mobile Money,No,1,400,400,High
6/8/2024,NTC002440,Non-loyalty,M,Cyber services,Cash,No,1,500,500,High
6/10/2024,NTC002441,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,80,80,Low
6/10/2024,NTC002442,Loyalty,F,Cyber services,Mobile Money,Yes,1,5,5,Low
6/10/2024,NTC002443,Non-loyalty,F,Print media,Mobile Money,No,1,60,60,Low
6/10/2024,NTC002444,Loyalty,F,Cyber services,Mobile Money,No,2,10,20,Low
6/11/2024,NTC002445,Loyalty,F,Cyber services,Cash,No,12,10,120,High
6/11/2024,NTC002446,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
6/11/2024,NTC002447,Loyalty,M,Cyber services,Mobile Money,Yes,1,70,70,Low
6/11/2024,NTC002448,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,400,400,High
6/11/2024,NTC002449,Loyalty,F,Cyber services,Mobile Money,Yes,2,5,10,Low
6/11/2024,NTC002450,Loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
6/11/2024,NTC002451,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,50,50,Low
6/11/2024,NTC002452,Non-loyalty,F,Cyber services,Cash,Yes,1,70,70,Low
6/12/2024,NTC002453,Non-loyalty,F,Cyber services,Cash,No,1,400,400,High
6/12/2024,NTC002454,Loyalty,M,Cyber services,Cash,Yes,2,5,10,Low
6/12/2024,NTC002455,Loyalty,M,Cyber services,Cash,No,4,50,200,High
6/12/2024,NTC002456,Loyalty,M,Cyber services,Mobile Money,Yes,5,20,100,High
6/12/2024,NTC002457,Non-loyalty,M,Cyber services,Cash,Yes,9,20,180,High
6/12/2024,NTC002458,Non-loyalty,M,Cyber services,Cash,Yes,3,10,30,Low
6/12/2024,NTC002459,Loyalty,M,Cyber services,Mobile Money,Yes,1,80,80,Low
6/12/2024,NTC002460,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,30,30,Low
6/12/2024,NTC002461,Loyalty,F,Cyber services,Mobile Money,Yes,1,70,70,Low
6/12/2024,NTC002462,Non-loyalty,F,Cyber services,Cash,No,1,50,50,Low
6/12/2024,NTC002463,Loyalty,M,Online support services,Mobile Money,No,1,70,70,Low
6/13/2024,NTC002464,Loyalty,F,Cyber services,Mobile Money,No,1,70,70,Low
6/13/2024,NTC002465,Non-loyalty,M,Cyber services,Mobile Money,No,1,10,10,Low
6/13/2024,NTC002466,Loyalty,M,Cyber services,Mobile Money,No,1,20,20,Low
6/13/2024,NTC002467,Loyalty,F,Cyber services,Mobile Money,No,22,5,110,High
6/13/2024,NTC002468,Loyalty,M,Cyber services,Cash,Yes,1,70,70,Low
6/13/2024,NTC002469,Non-loyalty,M,Online support services,Cash,Yes,1,20,20,Low
6/13/2024,NTC002470,Loyalty,F,Cyber services,Mobile Money,Yes,1,450,450,High
6/13/2024,NTC002471,Loyalty,F,Cyber services,Mobile Money,No,1,450,450,High
6/13/2024,NTC002472,Loyalty,F,Cyber services,Mobile Money,Yes,1,80,80,Low
6/13/2024,NTC002473,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
6/13/2024,NTC002474,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
6/13/2024,NTC002475,Non-loyalty,F,Online support services,Mobile Money,No,1,200,200,High
6/13/2024,NTC002476,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
6/14/2024,NTC002477,Loyalty,F,Print media,Mobile Money,No,1,60,60,Low
6/14/2024,NTC002478,Loyalty,F,Cyber services,Cash,Yes,14,5,70,Low
6/14/2024,NTC002479,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
6/15/2024,NTC002480,Non-loyalty,M,Cyber services,Mobile Money,Yes,12,5,60,Low
6/15/2024,NTC002481,Loyalty,M,Print media,Cash,Yes,1,60,60,Low
6/15/2024,NTC002482,Loyalty,M,Cyber services,Mobile Money,No,1,750,750,High
6/15/2024,NTC002483,Loyalty,M,Online support services,Mobile Money,Yes,1,150,150,High
6/15/2024,NTC002484,Loyalty,F,Cyber services,Cash,No,2,30,60,Low
6/15/2024,NTC002485,Non-loyalty,M,Cyber services,Cash,Yes,9,20,180,High
6/15/2024,NTC002486,Loyalty,M,Cyber services,Cash,No,1,10,10,Low
6/16/2024,NTC002487,Non-loyalty,F,Cyber services,Mobile Money,Yes,2,50,100,High
6/16/2024,NTC002488,Loyalty,F,Cyber services,Mobile Money,Yes,1,50,50,Low
6/16/2024,NTC002489,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
6/16/2024,NTC002490,Loyalty,M,Cyber services,Cash,No,1,30,30,Low
6/16/2024,NTC002491,Loyalty,M,Cyber services,Cash,No,1,10,10,Low
6/16/2024,NTC002492,Loyalty,M,Cyber services,Mobile Money,Yes,4,5,20,Low
6/17/2024,NTC002493,Loyalty,F,Cyber services,Mobile Money,Yes,1,50,50,Low
6/17/2024,NTC002494,Loyalty,F,Cyber services,Cash,No,30,5,150,High
6/17/2024,NTC002495,Loyalty,M,Cyber services,Mobile Money,Yes,1,150,150,High
6/17/2024,NTC002496,Loyalty,F,Cyber services,Cash,Yes,1,700,700,High
6/18/2024,NTC002497,Non-loyalty,F,Cyber services,Mobile Money,No,11,10,110,High
6/18/2024,NTC002498,Loyalty,F,Cyber services,Mobile Money,Yes,6,5,30,Low
6/18/2024,NTC002499,Loyalty,M,Cyber services,Mobile Money,Yes,1,50,50,Low
6/18/2024,NTC002500,Loyalty,F,Online support services,Mobile Money,Yes,1,150,150,High
6/18/2024,NTC002501,Loyalty,F,Online support services,Cash,No,1,150,150,High
6/18/2024,NTC002502,Loyalty,M,Online support services,Mobile Money,No,1,150,150,High
6/18/2024,NTC002503,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
6/18/2024,NTC002504,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,5,5,Low
6/18/2024,NTC002505,Loyalty,F,Cyber services,Mobile Money,Yes,3,50,150,High
6/18/2024,NTC002506,Loyalty,M,Online support services,Cash,No,1,25,25,Low
6/18/2024,NTC002507,Non-loyalty,M,Online support services,Cash,Yes,1,150,150,High
6/18/2024,NTC002508,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
6/18/2024,NTC002509,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,24,3,72,Low
6/19/2024,NTC002510,Non-loyalty,F,Cyber services,Cash,Yes,1,20,20,Low
6/19/2024,NTC002511,Non-loyalty,F,Cyber services,Cash,Yes,1,50,50,Low
6/19/2024,NTC002512,Loyalty,M,Cyber services,Cash,Yes,1,200,200,High
6/19/2024,NTC002513,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
6/19/2024,NTC002514,Non-loyalty,F,Stationery & Office Supplies,Cash,No,8,3,24,Low
6/21/2024,NTC002515,Loyalty,M,Cyber services,Cash,Yes,2,10,20,Low
6/21/2024,NTC002516,Loyalty,F,Cyber services,Cash,No,8,5,40,Low
6/21/2024,NTC002517,Loyalty,M,Cyber services,Mobile Money,Yes,1,20,20,Low
6/21/2024,NTC002518,Loyalty,F,Cyber services,Cash,No,3,300,900,High
6/21/2024,NTC002519,Loyalty,F,Online support services,Mobile Money,Yes,1,200,200,High
6/22/2024,NTC002520,Loyalty,M,Cyber services,Mobile Money,Yes,3,5,15,Low
6/22/2024,NTC002521,Non-loyalty,M,Cyber services,Cash,Yes,19,10,190,High
6/22/2024,NTC002522,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,3,10,30,Low
6/22/2024,NTC002523,Loyalty,F,Cyber services,Cash,Yes,2,70,140,High
6/22/2024,NTC002524,Loyalty,F,Cyber services,Mobile Money,Yes,2,50,100,High
6/22/2024,NTC002525,Loyalty,M,Online support services,Mobile Money,Yes,1,50,50,Low
6/22/2024,NTC002526,Non-loyalty,F,Online support services,Cash,No,1,200,200,High
6/22/2024,NTC002527,Loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
6/22/2024,NTC002528,Non-loyalty,M,Cyber services,Cash,No,1,550,550,High
6/22/2024,NTC002529,Loyalty,F,Online support services,Mobile Money,Yes,1,30,30,Low
6/23/2024,NTC002530,Non-loyalty,M,Cyber services,Mobile Money,No,22,10,220,High
6/23/2024,NTC002531,Loyalty,F,Cyber services,Cash,No,1,70,70,Low
6/24/2024,NTC002532,Loyalty,F,Cyber services,Cash,No,1,10,10,Low
6/24/2024,NTC002533,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
6/24/2024,NTC002534,Loyalty,F,Cyber services,Mobile Money,Yes,1,70,70,Low
6/24/2024,NTC002535,Non-loyalty,F,Cyber services,Mobile Money,No,4,50,200,High
6/24/2024,NTC002536,Loyalty,M,Cyber services,Cash,Yes,2,250,500,High
6/24/2024,NTC002537,Loyalty,M,Cyber services,Mobile Money,No,1,100,100,High
6/24/2024,NTC002538,Non-loyalty,F,Cyber services,Cash,Yes,2,400,800,High
6/24/2024,NTC002539,Loyalty,F,Online support services,Mobile Money,Yes,3,50,150,High
6/25/2024,NTC002540,Loyalty,M,Cyber services,Mobile Money,No,1,50,50,Low
6/25/2024,NTC002541,Loyalty,M,Stationery & Office Supplies,Cash,No,1,60,60,Low
6/25/2024,NTC002542,Loyalty,M,Cyber services,Cash,Yes,23,10,230,High
6/25/2024,NTC002543,Loyalty,M,Cyber services,Cash,Yes,1,70,70,Low
6/25/2024,NTC002544,Loyalty,F,Cyber services,Mobile Money,Yes,1,50,50,Low
6/25/2024,NTC002545,Non-loyalty,F,Cyber services,Mobile Money,No,1,20,20,Low
6/25/2024,NTC002546,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,8,3,24,Low
6/25/2024,NTC002547,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,30,30,Low
6/25/2024,NTC002548,Loyalty,M,Online support services,Mobile Money,No,1,50,50,Low
6/26/2024,NTC002549,Loyalty,F,Online support services,Cash,Yes,4,50,200,High
6/26/2024,NTC002550,Loyalty,M,Cyber services,Cash,No,1,400,400,High
6/26/2024,NTC002551,Loyalty,F,Cyber services,Cash,Yes,1,20,20,Low
6/26/2024,NTC002552,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
6/26/2024,NTC002553,Loyalty,M,Online support services,Mobile Money,Yes,1,20,20,Low
6/26/2024,NTC002554,Non-loyalty,F,Stationery & Office Supplies,Cash,Yes,4,3,12,Low
6/27/2024,NTC002555,Non-loyalty,M,Cyber services,Mobile Money,No,1,70,70,Low
6/27/2024,NTC002556,Non-loyalty,F,Stationery & Office Supplies,Cash,Yes,3,30,90,High
6/27/2024,NTC002557,Non-loyalty,F,Cyber services,Cash,No,5,10,50,Low
6/27/2024,NTC002558,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,10,20,Low
6/27/2024,NTC002559,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
6/27/2024,NTC002560,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,20,20,Low
6/27/2024,NTC002561,Loyalty,F,Cyber services,Mobile Money,Yes,1,350,350,High
6/27/2024,NTC002562,Non-loyalty,F,Cyber services,Cash,No,2,10,20,Low
6/27/2024,NTC002563,Loyalty,F,Cyber services,Cash,Yes,1,40,40,Low
6/27/2024,NTC002564,Non-loyalty,M,Cyber services,Cash,No,6,5,30,Low
6/28/2024,NTC002565,Loyalty,F,Cyber services,Cash,No,2,10,20,Low
6/28/2024,NTC002566,Non-loyalty,F,Cyber services,Cash,Yes,5,20,100,High
6/28/2024,NTC002567,Non-loyalty,F,Print media,Cash,No,1,60,60,Low
6/28/2024,NTC002568,Non-loyalty,F,Cyber services,Cash,Yes,2,50,100,High
6/28/2024,NTC002569,Loyalty,F,Online support services,Mobile Money,No,4,50,200,High
6/29/2024,NTC002570,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,3,6,Low
6/29/2024,NTC002571,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,10,10,Low
6/29/2024,NTC002572,Loyalty,M,Cyber services,Cash,No,6,10,60,Low
6/29/2024,NTC002573,Non-loyalty,M,Cyber services,Mobile Money,No,7,5,35,Low
6/29/2024,NTC002574,Loyalty,M,Cyber services,Mobile Money,No,5,20,100,High
6/29/2024,NTC002575,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,20,20,Low
6/29/2024,NTC002576,Loyalty,F,Online support services,Mobile Money,No,1,20,20,Low
6/29/2024,NTC002577,Loyalty,M,Online support services,Mobile Money,No,1,150,150,High
6/29/2024,NTC002578,Loyalty,M,Online support services,Cash,Yes,15,50,750,High
7/1/2024,NTC002579,Non-loyalty,F,Print media,Mobile Money,No,1,60,60,Low
7/1/2024,NTC002580,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
7/1/2024,NTC002581,Loyalty,F,Online support services,Mobile Money,No,1,20,20,Low
7/1/2024,NTC002582,Non-loyalty,M,Cyber services,Cash,No,1,10,10,Low
7/2/2024,NTC002583,Loyalty,F,Cyber services,Cash,No,1,10,10,Low
7/2/2024,NTC002584,Non-loyalty,F,Cyber services,Cash,Yes,4,10,40,Low
7/2/2024,NTC002585,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
7/2/2024,NTC002586,Loyalty,F,Cyber services,Cash,Yes,2,30,60,Low
7/2/2024,NTC002587,Loyalty,F,Cyber services,Cash,Yes,14,5,70,Low
7/2/2024,NTC002588,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,12,3,36,Low
7/2/2024,NTC002589,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,30,30,Low
7/2/2024,NTC002590,Non-loyalty,M,Cyber services,Cash,No,1,40,40,Low
7/3/2024,NTC002591,Loyalty,F,Cyber services,Mobile Money,No,12,5,60,Low
7/3/2024,NTC002592,Loyalty,F,Cyber services,Cash,Yes,8,10,80,Low
7/3/2024,NTC002593,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,8,3,24,Low
7/3/2024,NTC002594,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,500,500,High
7/3/2024,NTC002595,Loyalty,M,Cyber services,Cash,Yes,3,30,90,High
7/3/2024,NTC002596,Non-loyalty,F,Cyber services,Mobile Money,Yes,4,10,40,Low
7/3/2024,NTC002597,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
